adjacent_land_output_valid_pixel_count,adjacent_land_transfer_absolute_sum_vs_reference,adjacent_land_transfer_comparison_pixel_count,adjacent_land_transfer_mean_vs_reference,adjacent_land_transfer_sum_vs_reference,allocated_radiance_over_water,allocated_radiance_over_water_share,allocated_radiance_total,allocation_proxy,array_shape,boundary_pixel_count,city_id,cutout_role,denominator_epsilon_reference,denominator_epsilon_relative,denominator_floor_pixel_count,denominator_instability_pixel_count,denominator_instability_threshold_relative,edge_padding,exact_conservation_assumed,fine_pixel_area_m2,formula,insufficient_proxy_threshold,interpretation,invalid_proxy_neighborhood_pixel_count,invalid_radiance_neighborhood_pixel_count,kernel_configuration,kernel_mass,kernel_parameter_name,kernel_parameter_value,kernel_resolution_m,kernel_semantics,kernel_shape,kernel_type,method_class,minimum_cell_proxy_support_fraction,minimum_valid_kernel_support_fraction,native_cell_count,negative_preclip_output_pixel_count,negative_radiance_input_pixel_count,negative_radiance_policy,operator_consistency_bias,operator_consistency_mae,operator_consistency_nmae_by_source_mean_absolute,operator_consistency_rmse,operator_consistency_sample_count,operator_consistency_source_mean_absolute,operator_name,output_nodata,overlap_record_count,positive_radiance_authority_insufficient_support_share,positive_radiance_authority_on_insufficient_proxy_support,positive_radiance_authority_total,positive_source_radiance_authority_over_water,positive_source_radiance_authority_over_water_share,positive_source_radiance_authority_total,proxy_mean_after_normalization,proxy_mean_before_normalization,proxy_normalization_divisor,proxy_normalization_support_pixel_count,radiance_quality,sigma_m,support_definition,support_fraction_tolerance,support_radius_m,truncate_sigma,valid_output_fraction,valid_output_pixel_count,water_output_valid_pixel_count,water_variant
0,,,,,0.0,0.0,4016086.5074272156,built_form_primary,"[100, 100]",,usa_new_york,dense_building,,,,,,,False,100.0,,,diagnostic only; lower allocated-water radiance does not select a winner,,,native_vnp_footprint,,,,,actual_projected_source_cell_polygon_area_overlap_major_sensitivity,,native_vnp_footprint,native_footprint_allocation,1.0,,12,,,,1.3337758829196293,1.4314125329256058,0.0042090993380696036,2.0299708364141917,12,340.0757306863864,native_vnp_footprint_area_overlap_sensitivity,,20507,,,,0.0,0.0,3955124.870010376,1.5632069658247958,0.33368576789349397,0.21346231282314257,372100,strict,,,1e-06,,,1.0,10000,0,combined_soft
0,,,,,0.0,0.0,3968662.1304330826,s2_only_ablation,"[100, 100]",,usa_new_york,dense_building,,,,,,,False,100.0,,,diagnostic only; lower allocated-water radiance does not select a winner,,,native_vnp_footprint,,,,,actual_projected_source_cell_polygon_area_overlap_major_sensitivity,,native_vnp_footprint,native_footprint_allocation,1.0,,12,,,,1.4151381289896865,1.4566940874792635,0.004283440359042061,2.0273176090698963,12,340.0757254397807,native_vnp_footprint_area_overlap_sensitivity,,20507,,,,0.0,0.0,3955124.870010376,1.1303079341878415,0.35864824907837595,0.31730136819407767,371988,strict,,,1e-06,,,1.0,10000,0,combined_soft
5361,,,,,55350.13344192505,0.1043527603605653,530413.6972579956,uniform_normalized_convolution,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,uniform_baseline,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,6.507074706268311,12.066033369445801,0.21121639786607066,13.743278664341048,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,1.0,1.0,1.0,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,not_applicable
5361,,,,,25448.261289596558,0.050427038493950145,504655.08286094666,built_form_primary,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,4.191594067955017,9.53845235080719,0.16697099080268693,11.261253012914768,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,0.8521453200168136,0.18535386100958046,0.2175143856843402,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,no_water_prior
5361,389.88885593414307,5361,0.07272678158928533,389.8882761001587,25737.18918991089,0.05093105458442135,505333.91464042664,built_form_primary,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,4.2433182098388675,9.542593646621704,0.16704348435194682,11.273724077938898,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,0.8527523825865653,0.18517412573782924,0.21714875975244102,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,persistent_only_soft
5361,7633.1331243515015,5361,0.20014717356079306,1072.9889974594116,25763.8135137558,0.05096763866373487,505493.56786441803,built_form_primary,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,4.1345784313201905,9.550085362625122,0.16717462714093367,11.266609870917225,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,0.8559058824446663,0.18295479845954418,0.2137557473567002,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,spectral_only_soft
5361,7724.912350654602,5361,0.2178521231914763,1167.9052324295044,25822.039576530457,0.05106735415552425,505646.70920467377,built_form_primary,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,4.143427476882935,9.553580234146118,0.16723580500702004,11.272531808492904,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,0.8565943462948459,0.18285060679606616,0.21346231282314257,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,combined_soft
5361,7724.900157928467,5361,0.21784943472291746,1167.8908195495605,25822.03876399994,0.051067355052332654,505646.6844139099,built_form_primary,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,4.146412196922302,9.552758362007141,0.16722141810227795,11.271999875689353,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,0.8560439037382042,0.1829236699238087,0.2136849184521666,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,combined_hard_persistent_sensitivity_only
5361,0.0,5361,0.0,0.0,25448.261289596558,0.050427038493950145,504655.08286094666,built_form_primary,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,4.191594067955017,9.53845235080719,0.16697099080268693,11.261253012914768,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,0.8521453200168136,0.18535386100958046,0.2175143856843402,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,soft_with_mapped_infrastructure_override
5361,,,,,26830.806513786316,0.05310444372217762,505245.9762907028,built_form_primary,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,gaussian_fwhm_750m,1.0,fwhm_m,750.0,10.0,named_allocation_sensitivity_not_recovered_viirs_psf,"[257, 257]",gaussian,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,7.076072745102736,11.232262106748086,0.1955713252952035,13.419701146472626,9604,57.433072510981056,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,0.8565943462948459,0.18285060679606616,0.21346231282314257,372100,strict,318.49567510800716,,1e-06,1280.0,4.0,1.0,10000,1507,combined_soft
5361,,,,,26199.46141433716,0.05119039950529046,511804.1989812851,built_form_primary,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,gaussian_fwhm_1000m,1.0,fwhm_m,1000.0,10.0,named_allocation_sensitivity_not_recovered_viirs_psf,"[341, 341]",gaussian,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,,,,,0,,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,0.8565943462948459,0.18285060679606616,0.21346231282314257,372100,strict,424.66090014400953,,1e-06,1700.0,4.0,1.0,10000,1507,combined_soft
5361,,,,,24935.313804626465,0.049089893162849875,507952.0894842148,built_form_primary,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,gaussian_fwhm_1500m,1.0,fwhm_m,1500.0,10.0,named_allocation_sensitivity_not_recovered_viirs_psf,"[511, 511]",gaussian,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,,,,,0,,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,0.8565943462948459,0.18285060679606616,0.21346231282314257,372100,strict,636.9913502160143,,1e-06,2550.0,4.0,1.0,10000,1507,combined_soft
5361,,,,,26237.885749340057,0.04925379527694279,532707.8979763985,s2_only_ablation,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,6.285279314994812,9.897269319343566,0.17325209622208604,11.868424435675605,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,1.1482939426575705,0.38764534208828466,0.33758371198489434,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,no_water_prior
5361,22274.58231830597,5361,1.397296539595536,7490.9067487716675,14014.978909015656,0.02654398004575587,527990.8621411324,s2_only_ablation,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,6.62310002861023,9.693878377151488,0.16969172962495885,11.66627798592269,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,1.1557346591285338,0.36846350478076967,0.31881324244351006,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,persistent_only_soft
5361,23334.365163326263,5361,1.0917078765153307,5852.645925998688,14029.635805606842,0.026643588338140622,526567.0534896851,s2_only_ablation,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,6.634217966079712,9.678404319763183,0.16942085563001308,11.662136976271196,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,1.1632025061304276,0.3751466287026576,0.322511877762938,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,spectral_only_soft
5361,28817.270245552063,5361,1.0644231974867338,5706.372761726379,14322.705941677094,0.02719211701558378,526722.7238492966,s2_only_ablation,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,6.655670546722412,9.677499141311646,0.16940501044492984,11.64437832323377,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,1.1562023841922673,0.3668645923512116,0.31730136819407767,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,combined_soft
5361,24595.82180595398,5361,1.3734883922312915,7363.271270751953,14109.392637252808,0.026714368858783068,528157.4388613701,s2_only_ablation,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,6.662443812561035,9.691275952148438,0.16964617407094779,11.663216224978827,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,1.1598809819625482,0.3716481275925775,0.3204192069229485,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,combined_hard_persistent_sensitivity_only
5361,28122.88690519333,5361,1.065414956424957,5711.689581394196,14313.596514225006,0.027183149117402806,526561.3800816536,s2_only_ablation,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,6.65696713848114,9.675630948066711,0.16937230764728034,11.64109558300343,10000,57.12640444278717,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,1.1538764897180689,0.367314832315792,0.3183311601297592,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,soft_with_mapped_infrastructure_override
5361,,,,,13934.842215538025,0.026805404186465258,519851.9715876579,s2_only_ablation,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,gaussian_fwhm_750m,1.0,fwhm_m,750.0,10.0,named_allocation_sensitivity_not_recovered_viirs_psf,"[257, 257]",gaussian,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,9.40130969456264,11.825383508468558,0.2058985004886788,14.19644288732282,9604,57.433072510981056,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,1.1562023841922673,0.3668645923512116,0.31730136819407767,372100,strict,318.49567510800716,,1e-06,1280.0,4.0,1.0,10000,1507,combined_soft
5361,,,,,12748.206631660461,0.025273382698739803,504412.36076784134,s2_only_ablation,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,gaussian_fwhm_1000m,1.0,fwhm_m,1000.0,10.0,named_allocation_sensitivity_not_recovered_viirs_psf,"[341, 341]",gaussian,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,,,,,0,,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,1.1562023841922673,0.3668645923512116,0.31730136819407767,372100,strict,424.66090014400953,,1e-06,1700.0,4.0,1.0,10000,1507,combined_soft
5361,,,,,11088.775153160095,0.023795509539797158,466002.84539461136,s2_only_ablation,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,gaussian_fwhm_1500m,1.0,fwhm_m,1500.0,10.0,named_allocation_sensitivity_not_recovered_viirs_psf,"[511, 511]",gaussian,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,,,,,0,,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,571264.0,47808.90778923035,0.08368968475359163,571264.0444278717,1.1562023841922673,0.3668645923512116,0.31730136819407767,372100,strict,636.9913502160143,,1e-06,2550.0,4.0,1.0,10000,1507,combined_soft
5361,,,,,24145.81560230255,0.05082452839073568,475081.9410791397,built_form_primary,"[100, 100]",0,usa_new_york,sparse_built,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,3.6556815937042235,8.100334340286254,0.15117128241995198,9.969104228395704,10000,53.583817049217224,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,535838.125,46679.2727432251,0.08711449708845818,535838.1704921722,0.8565943462948459,0.18285060679606616,0.21346231282314257,372100,broad_sensitivity,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,1507,combined_soft
5361,,,,,41310.973958969116,0.07353236718713156,561806.6647281647,built_form_primary,"[100, 100]",,usa_new_york,sparse_built,,,,,,,False,100.0,,,diagnostic only; lower allocated-water radiance does not select a winner,,,native_vnp_footprint,,,,,actual_projected_source_cell_polygon_area_overlap_major_sensitivity,,native_vnp_footprint,native_footprint_allocation,1.0,,12,,,,0.2282556239515543,0.30080652547379333,0.00587701319919051,0.3632728796304682,12,51.18357153174778,native_vnp_footprint_area_overlap_sensitivity,,20608,,,,47808.90778923035,0.08368968475359163,571264.0444278717,0.8565943462948459,0.18285060679606616,0.21346231282314257,372100,strict,,,1e-06,,,1.0,10000,1507,combined_soft
5361,,,,,18983.873301029205,0.03303604622798427,574641.2016141415,s2_only_ablation,"[100, 100]",,usa_new_york,sparse_built,,,,,,,False,100.0,,,diagnostic only; lower allocated-water radiance does not select a winner,,,native_vnp_footprint,,,,,actual_projected_source_cell_polygon_area_overlap_major_sensitivity,,native_vnp_footprint,native_footprint_allocation,1.0,,12,,,,0.19987822752833986,0.27223972174882266,0.005318888632589234,0.3411054757537643,12,51.18357246301215,native_vnp_footprint_area_overlap_sensitivity,,20608,,,,47808.90778923035,0.08368968475359163,571264.0444278717,1.1562023841922673,0.3668645923512116,0.31730136819407767,372100,strict,,,1e-06,,,1.0,10000,1507,combined_soft
5743,,,,,307879.9279823303,0.2746712012357285,1120903.5625038147,uniform_normalized_convolution,"[100, 100]",0,usa_new_york,water_adjacent_infrastructure,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,uniform_baseline,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,11.44664677772522,32.06049573783874,0.270309234916282,37.51575216627915,10000,118.60673479309082,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,1186067.375,259466.5333328247,0.2187620574712418,1186067.3479309082,1.0,1.0,1.0,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,4049,not_applicable
5743,,,,,118896.52509689331,0.10715073785457849,1109619.2847337723,built_form_primary,"[100, 100]",0,usa_new_york,water_adjacent_infrastructure,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,15.064334016036987,28.400253388977053,0.2394489102032969,34.64995594776136,10000,118.60673479309082,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,1186067.375,259466.5333328247,0.2187620574712418,1186067.3479309082,1.6069729551065035,0.34953972433877667,0.2175143856843402,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,4049,no_water_prior
5743,35574.71977329254,5743,-0.2522217371769738,-1448.5094366073608,111124.15309906006,0.10098358165944549,1100418.0211572647,built_form_primary,"[100, 100]",0,usa_new_york,water_adjacent_infrastructure,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,16.193300837135315,28.354773177909852,0.2390654563366464,34.951411185123035,10000,118.60673479309082,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,1186067.375,259466.5333328247,0.2187620574712418,1186067.3479309082,1.5897597776718981,0.34521437320923315,0.21714875975244102,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,4049,persistent_only_soft
5743,94175.86684322357,5743,-0.2110719860129379,-1212.1864156723022,115390.45946121216,0.10444452938823455,1104801.3729114532,built_form_primary,"[100, 100]",0,usa_new_york,water_adjacent_infrastructure,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,15.200301193618774,28.34354554634094,0.23897079365506682,34.70567076649203,10000,118.60673479309082,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,1186067.375,259466.5333328247,0.2187620574712418,1186067.3479309082,1.5421741219897307,0.32964857582976,0.2137557473567002,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,4049,spectral_only_soft
5743,119052.65060329437,5743,-1.0611536574658462,-6094.205454826355,115083.77445793152,0.10465665340169229,1099631.7072763443,built_form_primary,"[100, 100]",0,usa_new_york,water_adjacent_infrastructure,normalized_proxy_mean,1e-06,0,0,0.05,constant_invalid,False,,"L_tilde = h * (k tensor l) / max(k tensor h, epsilon)",0.05,diagnostic only; lower allocated-water radiance does not select a winner,0,0,circular_mean_reference,0.9999999999999998,radius_m,500.0,10.0,literal_fork_form_reference_not_measured_viirs_psf,"[101, 101]",circular_mean,stationary_kernel_allocation,,1.0,,0,0,retain_in_numerator_then_clip_negative_output_after_recording,15.84359794921875,28.259835219192507,0.23826501309973439,34.86507962490588,10000,118.60673479309082,fork_form_locally_normalized_radiance_allocation,nan,,0.0,0.0,1186067.375,259466.5333328247,0.2187620574712418,1186067.3479309082,1.5284500698468533,0.32626648070609554,0.21346231282314257,372100,strict,,fine_pixel_centers_within_radius,1e-06,,,1.0,10000,4049,combined_soft
